#     run      RA         Dec        MJDstart       MJDend         node  inclination     mu0       nu0
#       1  318.620784  -1.053274   51464.171742   51464.188767  95.000000   0.000000 318.620784  -1.053274
    3699  182.635418  46.207260   52704.407798   52704.508139  95.001068  47.502768 183.363756  -1.270586
    3704  133.417407  28.164874   52705.246855   52705.322318  94.997440  42.505476 141.297807  -1.271042
    3705  189.269063  56.369397   52705.332852   52705.501193  94.999170  57.501994 187.362877  -1.058298
    3712  164.512448  54.457489   52708.359673   52708.465405  95.000745  57.502358 173.258078  -1.266601
    3716  180.636525  46.360596   52709.398326   52709.496594  95.001437  47.511912 181.990140  -1.066729
    3723  225.098717  38.654652   52710.405499   52710.500449  94.997939  47.503468 215.203655  -1.058127
    3804  158.961717   9.992496   52721.134829   52721.220243  94.997535  12.501159 159.378807  -1.268479
    3805  188.643628  11.208047   52721.229068   52721.280068  94.983926  12.486819 188.574598  -1.253985
    3813  143.669767  35.706928   52722.100340   52722.323412  95.000963  45.002921 152.565194  -1.060146
    3818  153.741388  39.165243   52724.227955   52724.403759  94.998095  45.002451 161.270084  -1.267635
    3830  119.084275   5.155167   52728.139511   52728.270950  94.993623  15.001466 119.576197  -1.056413
    3836  149.999121   9.225378   52729.135213   52729.399334  95.000109  12.498856 150.509723  -1.058135
    3838  193.556947  50.915249   52729.426634   52729.478463  94.996489  52.494790 190.382768  -1.260191
    3840  153.688420  36.702136   52730.094681   52730.204144  95.000666  42.507467 160.369474  -1.274600
    3841  166.353465   5.840999   52730.213208   52730.345061  94.997466   7.498594 166.449099  -1.267124
    3842  182.595009   6.436250   52730.354059   52730.455644  95.000961   7.499509 182.609775  -1.056707
    3893  154.642617  37.208858   52754.113315   52754.302387  94.999046  42.500600 161.260118  -1.057546
    3894  205.082787  10.492125   52754.312164   52754.445261  94.996008  12.499880 204.737869  -1.265752
    3900  125.055226  21.270936   52755.112084   52755.449595  94.998448  40.004400 131.217525  -1.269420
    3903  183.837152   8.939497   52756.117287   52756.288115  95.000949  10.000351 183.851094  -1.058826
    3905  201.247195   6.145797   52756.299245   52756.350245  94.998904   7.499660 201.154071  -1.056818
    3909  197.872382   8.484274   52757.190740   52757.321764  95.007676  10.001332 197.732400  -1.269943
    3910  211.746545   5.646820   52757.330342   52757.419903  95.003423   7.501833 211.611428  -1.058474
    3911  236.067657  30.881056   52757.429360   52757.454653  94.976205  44.987540 226.884774  -1.035314
    3918  190.146518  51.328260   52758.123752   52758.292093  95.001936  52.501334 188.214481  -1.058630
    3919  201.407723  40.027922   52758.301616   52758.447152  94.999921  42.506250 197.494712  -1.270431
    3926  226.355378  37.873922   52760.270693   52760.362741  95.002317  47.504276 216.445878  -1.270121
    3927  228.297614  32.509325   52760.376164   52760.458676  94.986279  42.495588 220.336386  -1.045840
    3958  230.144064  38.542856   52787.226196   52787.311196  94.998012  49.998974 218.681247  -1.263476
    3964  209.188740  48.592456   52788.133337   52788.267263  95.004080  52.506686 200.729810  -1.272249
    3965  230.293905  38.719625   52788.276240   52788.360411  94.975681  49.996352 218.675594  -1.039804
    3967  236.241822  30.782850   52788.380146   52788.424512  94.977730  44.991612 227.064197  -1.038635
    3970  183.924232  13.729451   52789.138613   52789.205783  94.998824  15.001263 183.954683  -1.269278
    3971  199.818721  13.253097   52789.213554   52789.308919  94.998204  15.001620 199.418940  -1.268102
    3972  225.276221  10.269097   52789.316497   52789.379106  95.016212  15.003688 224.514997  -1.271992
    3983  221.000286  37.580025   52797.316284   52797.387187  95.002653  45.001013 212.771717  -1.269021
    3992  222.001950  37.214303   52811.230944   52811.304749  94.992605  45.003315 213.644922  -1.264641
    3996  207.595373  12.832622   52812.154840   52812.265962  94.989552  14.999812 207.004711  -1.055890
    3997  236.139001  30.840632   52812.275529   52812.339382  94.977460  44.993012 226.958589  -1.040011
    4002  209.022182  36.376095   52813.162351   52813.289228  94.979498  39.998192 204.131969  -1.047248
    4003  245.059053  24.921716   52813.298235   52813.335967  94.992644  45.000670 236.815249  -1.262616
    4007  206.020686  34.316987   52814.157504   52814.195651  94.997530  37.502925 202.237315  -1.266680
    4010  214.955918  32.290454   52815.154421   52815.265957  94.978820  37.491080 209.970288  -1.249986
    4011  230.136970  61.009635   52815.274504   52815.382308  95.004305  70.001666 205.099754  -1.269531
    4014  208.710530  34.002702   52816.159390   52816.285438  94.988311  37.497567 204.473887  -1.049728
    4015  239.156888  79.356715   52816.296139   52816.375748  94.999074  85.001544 193.611833  -1.266749
    4023  209.318068  31.240106   52821.203479   52821.249089  94.998270  35.003076 205.620249  -1.266759
    4031  310.837566  37.753301   52821.396819   52821.417551 129.427844 -90.060937 347.188588  -1.151876
    4073   21.717631  -1.057556   52872.387340   52872.449120 163.747518   0.001417  21.717652  -1.056685
    4076  262.163192   7.108636   52873.129097   52873.224877  98.616866  27.191365 260.762255  -1.052057
    4100  341.704877  62.176043   52900.365891   52900.442184 186.880959  78.509968 301.872751  -1.055005
    4107  310.733244  31.122625   52901.092996   52901.112069 309.743622  89.842995 340.871921  -0.766005
    4114  310.755116  32.594754   52902.095908   52902.131566 129.492684 -90.021591 342.093411  -1.075209
    4115  310.779254  34.343448   52902.139543   52902.163592 129.343376 -90.145369 343.692637  -1.267548
    4116  300.606811  39.794069   52902.173381   52902.200747 219.493744  41.398000 302.675104  -1.254337
    4119  311.031665  34.275666   52902.212346   52902.236809 129.402823 -90.081413 343.687658  -1.391777
    4127  299.882877  39.523682   52908.194427   52908.225109 219.506601  40.994435 302.096172  -1.062648
    4128  343.152969  -1.056422   52908.233998   52908.447119 171.020283   0.001056 343.152988  -1.056567
    4134  241.098877  74.645509   52909.085082   52909.248447 186.879511  78.507751 267.971724  -1.053363
    4135  335.909765  66.112964   52909.258917   52909.384136 186.871109  78.502474 297.194630  -1.254289
    4136   28.856063  -1.260669   52909.399761   52909.484346 298.178936   0.003748  28.856064  -1.264417
    4143  257.739487  76.521403   52910.104617   52910.155616 186.879088  78.511838 272.495149  -1.266718
    4144  267.101702  77.061579   52910.164192   52910.238826 186.883113  78.516421 274.702578  -1.272033
    4145  345.097179  -1.266849   52910.248806   52910.457781 138.776109   0.001070 345.097200  -1.266375
    4152  354.977762  41.699080   52911.167318   52911.239464 186.895971  78.520744 323.839548  -1.072797
    4153  344.737411  -1.055608   52911.252172   52911.320172 125.222941   0.001926 344.737439  -1.054383
    4157   20.652329  -1.053814   52912.317297   52912.425930 136.912355   0.002399  20.652348  -1.051662
    4158   80.519761  -1.266634   52912.448025   52912.479537 172.194276   0.001260  80.519762  -1.265374
    4184  306.380746  -1.057936   52929.083886   52929.200398 181.550993   0.000430 306.380750  -1.058289
    4187  310.891934  -1.267131   52930.083431   52930.121577  29.016385   0.000556 310.891932  -1.266586
    4188  345.132443  -1.056886   52930.130639   52930.190346   1.459514   0.000961 345.132426  -1.056616
    4192  308.305942  -1.267529   52931.077100   52931.281099  78.391327   0.001904 308.305969  -1.266072
    4198  308.154618  -1.058153   52934.068956   52934.378272 270.498851   0.000746 308.154607  -1.058609
    4203  303.809316  -1.267922   52935.061607   52935.383362 136.474560   0.000253 303.809322  -1.267978
    4204  111.632414  35.264923   52935.394542   52935.496956  94.998703  70.008353 133.506973  -1.274932
    4207  307.315187  -1.057386   52936.062558   52936.374361 257.414341   0.000809 307.315178  -1.058004
    4208  111.345622  35.263435   52936.386308   52936.495771  94.997895  70.007765 133.403645  -1.064759
    4233  110.440667  36.958950   52946.366885   52946.428666  94.999628  72.503513 134.608633  -1.268861
    4247  345.313558  -1.267498   52959.119895   52959.234749 209.031753   0.001057 345.313575  -1.268229
#    9999   11.172175  -7.404566   52253.077861   52253.106885 189.985253 -90.001681   2.579081  -1.176806

